Title,Date,URL,Content,Category,Sentiment
"PNG is friends to all, PM tells investors",09/12/2024,https://tvwan.com.pg/news/2502,"Prime Minister James Marape officially opened the 2024 Papua New Guinea Investment Week in Sydney this morning with the statement: “PNG is friends to all”.
He painted PNG as an environment conducive to investment, with the government focused on improving law and order through the Defence Cooperation Program and infrastructure development.
PM Marape emphasised that PNG is transparent with its dealings with international partners, and is “friends to all countries”, including the USA and China.
“We are in all spaces; East, West, North and South,” said the PM. “Papua New Guinea is placed in a better place to capitalise on all our relations.
“Very soon, our new foreign policy will be pronounced. As I speak today, it is being propagated. Minister Justin Tkatchenko will give a brief indication. But deeply embedded in the foreign policy is ‘friends to all, enemies to none’. That friendship, of course, will never compromise our democratic values, the fundamental tenets we hold close to heart; democracy and free market economy. But we relate to all economies, especially those economies that buy our produce.”
PM Marape assured potential investors that PNG’s foreign relations will enable their market access.
He outlined that PNG has close relations with 20 of the top economies in the world.
“The number one economy in USA is our deep, traditional partner. They’re making a big rebound back into PNG; their presence is getting bigger as we speak,” he stated.
“The second biggest economy, China, remains a constant partner. They continue buying over 50 percent of our products. The last successful bilateral, I had President Xi Jinping in Beijing, I looked across to him and I said: ‘I have LNG to sell’. And he said, we will buy. Three billion metric tonnes of LNG for Papua LNG was conversed on the table and they decided to pick 3 billion metric tonnes of gas from PNG.
“We have our third biggest economy, Japan; one of our reliable, strong partner nations. To all Japanese investors here, I want to say: ‘Arigatou gozaimasu’. You are foundation partner in buying our gas.
“In 2014 I was there when the ‘Spirit of Hela’ left Port Moresby and we were at the Tepco (Tokyo Electric Power Company Inc.) yard in Japan. You were our foundation customer in PNG LNG.”
PM Marape also mentioned Indonesia, India, France, Germany, PNG’s traditional link to UK, South Korea and PNG’s close friend, Australia.
He emphasised that investors will have no problem when it comes to finding a market for their products in the bilateral relationships that PNG honours, values and relates with.",Business,Trust
PNG Investment Week sessions begin,08/12/2024,https://tvwan.com.pg/news/2497,"Over 1,500 delegates have registered for the 2024 Papua New Guinea Investment Week in Sydney, Australia.
Delegates, speakers, exhibitors and the media have started registering this morning on the ground floor of the International Convention Centre Sydney.
Two sessions are running concurrently today (Sunday, December 8th). The PNG International Suppliers Forum started at 9am and will end at 5pm. It is underway in the Parkside Ballroom 1, level 2.
The Investment Regulators Forum started at 10.35am in the Darling Harbour Theatre, level 2 of ICC Sydney. It is scheduled to end at 5pm.
‘PNG Ready for Investment’ is the subject of session 1 of the regulators’ forum.
The first speaker is Clarence Hoot, the Managing Director of the PNG Investment Promotion Authority.
The Acting Chief Migration Officer of Immigration & Citizenship Service Authority, Wellington Navasivu, will present next on ‘PNG Work Permits and Visas’, followed by PNG Customs’ Chief Commissioner, David Towe, on ‘PNG Customs, import and export’.
The Internal Revenue Commission will speak on ‘Tax Registration, Compliance and Incentives’, then the Independent Consumer and Competition Commission will present on ‘Business Mergers and Acquisitions rules in PNG’.
PNG’s leading investment event will end on Wednesday, December 11th.",Business,Anticipation
Negotiations on Wafi-Golpu and Pasca Projects at advanced stage,07/12/2024,https://tvwan.com.pg/news/2489,"Prime Minister James Marape hopes that the State Negotiating Team (SNT) and investors of major projects in the country, particularly the Pasca LNG project in Gulf and Wafi-Golpu in Morobe province would progress the final talks on the margins of the Investment Week conference in Sydney this week.
Prime Minister Marape said the Wafi-Golpu mining and Pasca gas projects are at “advanced, matured stages” of negotiations, with Government very cautious of getting details of the contracts accurate as it strives to secure nothing less than 55 percent of the total project economic value over the life of the projects.
He said the negotiations have been long because Government and project proponents needed to resolve many issues in both projects, which have now been reduced to a few major ones needing both the developers and the State to finalise consistent with law and government policies.
“For Wafi-Golpu, we are now tidying up the last three issues that will enable us to frame the Mine Development Contract. Likewise, the State Negotiating Team is working with Pasca investors to complete negotiations for the construct of the gas agreement. We are exchanging drafts, debating issues, and scrutinizing the details to make sure the text is correct and matches the intent in our government policies.
“As you know, our PANGU-led Government works very hard to secure above 55 percent of project economic value. This includes our take in royalty, equity, and tax.
“It has been long and tedious but these agreements are contractual and legally-binding for the length of the agreement and therefore need to be carefully looked at,” he said.
The Prime Minister said it was important that his government entered these project agreements while following due process and the laws of the country, and was working at securing 55 percent or above of the total project duration in the period of the license.
“So we have to make sure that we get it right in terms of the benefits that we are securing for our people. Because once we sign the Mine Development Contract and issue the Special Mining Lease, or the gas agreement, we will not change it.”",Business,Anticipation
Fourth Pepsi “Thirsty for Merch” draw held,06/12/2024,https://tvwan.com.pg/news/2485,"The Pepsi ""Thirsty for Merch"" National Consumer Promotion (NCP) hosted its fourth draw event at Waterfront Foodworld in Port Moresby today, bringing excitement to local consumers.
This ongoing nationwide campaign has already seen a remarkable response, with over 304 winners nationwide, including 128 winners in Port Moresby.
Today’s draw featured another 32 lucky winners, each receiving Pepsi merchandise packs valued at K2,500. The packs include premium items such as Bluetooth speakers, headphones, sunglasses, T-shirts, varsity jackets, and more, part of the K1 million prize pool.
Nathaniel Lepani, National Marketing Manager of Pacific Industries, expressed his satisfaction with the event, highlighting the enthusiastic consumer turnout. He noted, “The response has been incredible. Today’s event has seen some of the biggest crowds and lines yet, proving how engaged and excited our customers are about this promotion.”
The fifth and final draw will take place at Rangeview Grocer, Waigani, on Friday, 20th December, providing one last chance for participants to win before the promotion ends on 15th December 2024.
How to Enter
To participate, consumers must:
- Purchase two or more Pepsi products.
- Write their full name and contact details on the back of their receipt.
- Drop the receipt into entry boxes at participating stores.
Looking Ahead to 2025
Pacific Industries also teased exciting developments for 2025, including the launch of a new product range.
Lepani extended festive wishes, saying, “On behalf of Pacific Industries and Pepsi, we wish everyone a Merry Christmas and a safe New Year. We’re excited for what 2025 holds!”",Marketing,Joy
BSP Renews Partnership with BbP,04/12/2024,https://tvwan.com.pg/news/2460,"Buk bilong Pikinini (BbP) and BSP Financial Group Limited (BSP) have renewed their long-term partnership to ensure continued access to early childhood education through BbP Library Learning Centres in Lae, Goroka, and Manus Island.
BbP Executive Officer Leanne Resson emphasised the importance of early childhood education, highlighting that a child’s early years are critical for development.
The partnership will support BbP’s structured Early Childhood Education (ECE) and After-School Programs, which will benefit toddlers, schoolchildren, and those who have missed formal schooling.
Notable success stories include five-year-old Savai-Rah Pomat from Manus Island, who has excelled in literacy and numeracy through BbP’s ECE program. Savai-Rah can now read, write, and confidently speak English while demonstrating positive values such as respect and responsibility.
“With BSP’s continued support, we can reach more children in urban and remote areas, building a strong foundation for their future,” Resson said.
Valued at K262,676.70 for the 2024-2025 period, this partnership reflects BSP’s commitment to social responsibility and the transformative power of education.
BSP and BbP aim to improve literacy rates and foster a lifelong love of learning, shaping a brighter future for Papua New Guinea’s children.",Education,Joy
New Excise Regime for Electronic Cigarette Products,03/12/2024,https://tvwan.com.pg/news/2449,"The Government is creating a new tariff item in the excise tariff Act 1956 to regulate the importation of e-cigarettes.
The excise rates being introduced are K400 per kilogram for excise tariff item 2404.11.10 - Tobacco sticks specifically designed for use in e-cigarettes, and K20 per milliliter for excise tariff items under sub heading 2404.12-Other, containing nicotine, and subheading 2404.91- For oral application.
This measure aims to tax the consumption of e-cigarettes and address the externalities associated with the products.
The measure will come into effect on the January 01, 2025.
E-cigarettes are battery-operated devices designed to mimic the experience and effects of smoking by heating a liquid solution containing nicotine and various flavourings for inhaling.
E-cigarettes come in various shapes and sizes, ranging from those resembling traditional cigarettes to more customised devices.
The product has become globally popular with sales growing every year, and many governments around the world have introduced laws to regulate the sale of the devices.
Currently, PNG does not have any regulation on the importation of e-cigarettes.",Business,Anticipation
TISA Bank backs Sydney event,29/11/2024,https://tvwan.com.pg/news/2411,"Papua New Guinea’s homegrown commercial bank, TISA Bank, has come on board as a sponsor of the 2024 PNG Investment Week.
TISA Bank, a subsidiary of Teachers Savings and Loan Society Ltd (TISA), officially commenced operations in October this year and will now be a part of PNG’s leading international investment event, PNG Investment Week, as a Principal Sponsor.
In announcing their support, TISA Group chief executive officer, Michael Koisen, was excited at showcasing the TISA Bank story on the world stage.
“2024 has been a year of growth and change at TISA. With TISA Bank now in operation, the opportunity to tell the TISA Bank story is one that will resonate with other PNG entities that plan to grow and expand their operations,” Koisen stated.
“This event offers a unique platform for sharing knowledge, exchanging ideas, and exploring the emerging trends that are shaping PNG’s investment landscape.”
Chief operating officer of the PNG Chamber of Resources and Energy Inc, Pansy Taueni-Sialis, commended TISA Bank’s sponsorship, highlighting its alignment with the conference’s broader goals.
“TISA Bank’s support demonstrates a strong commitment to fostering financial literacy, promoting sustainable investment strategies, and driving innovative solutions within PNG’s investment space,” said Mrs. Taueni-Sialis.
“We are deeply grateful to TISA Bank for their contribution. Their sponsorship not only strengthens the conference but also underscores their dedication to advancing progress in PNG’s investment sector.
“We look forward to welcoming TISA Bank, and the rest of our delegates to the 2024 PNG Investment Week.”
The 2024 PNG Investment Week will be held in Sydney, Australia, from December 6-11.",Business,Anticipation
NAC to reintroduce pay parking,29/11/2024,https://tvwan.com.pg/news/2407,"The National Airports Corporation (NAC) by the beginning of 2025 will reintroduce pay parking at Port Moresby International Airport domestic and international terminals.
The new paid parking system will employ advanced license plate recognition technology, offering an efficient and automated solution for managing parking at the airport.
The user-friendly system will streamline the parking process and enhance accessibility for travelers, making their experience more convenient.
This aims to improve public parking facilities at both terminals, ensuring they are safer, more secure, and convenient for all users.
As this change is implemented, NAC encourages all airport users to prepare for the transition and adapt to the improved system. Detailed information regarding parking rates, payment methods, and terms of use will be provided on the NAC website, social media pages, and at the airport terminals in the days to come.
The National Airports Corporation is dedicated to enhancing airport infrastructure and services to support the growth of the aviation industry in Papua New Guinea.",Business,Anticipation
Probe into ENBPOL oil palm dealings underway,28/11/2024,https://tvwan.com.pg/news/2392,"The investigation into dealings of East New Britain Palm Oil Limited (ENBPOL) and its business conduct towards the local oil palm growers in the Gazelle Peninsula and Wide Bay area in East New Britain Province, is underway.
The investigation team led by Chairman, David Mather, and Counsel Tony Waisi, arrived in Kokopo on Sunday, November 24th, 2024, and initiated the investigation by convening meetings with key stakeholders including the ENB Provincial Administration, the aggrieved oil palm growers, and the management of the company in question.
The investigators will visit areas of interest including mills, and conduct further conversations with the growers in the remainder of the week before returning to Port Moresby.
Chairman, Mather said, “We are committed to engaging all stakeholders.We have a lot of work to do but this is a good start. We will wrap up the investigation in Port Moresby, and we are hoping for cooperation from all stakeholders to get the investigation completed in the next three weeks.”
The investigation is guided by the Terms of Reference as approved by the NEC, and supported by the national government and the provincial government.",Business,Anticipation
OTML engages in conference,26/11/2024,https://tvwan.com.pg/news/2381,"Ground Probe 2024 Papua New Guinea User Conference held early this month attracted a diverse gathering from the resource industry.
The event, hosted by Orica Geosolutions received representatives from Ok Tedi Mining Ltd, Harmony Gold, Barrick Gold Corporation, Santos, Newmont, and Earth Sciences students from the University of Papua New Guinea.
OTML’s delegation featured engineers from its Mine Geotechnical Team and the Roads and Engineering Departments, alongside six GDS trainees selected from various technical disciplines.
The aim was to broaden their understanding of mining technology applications that enhance safety in operational environments.
The conference centered on addressing the geotechnical risks prevalent in Papua New Guinean mines. Attendees engaged in discussions about effective risk management tools aimed at mitigating these challenges through innovative technological solutions offered by Orica Geosolutions.
OTML’s manager of Mine Technical Services, James Bu underscored the vital role of geotechnical engineers in the industry. He stressed the continuous need to utilize advanced technologies to maintain efficiency, safety, regulatory compliance, and operational sustainability.
""The integration of different technologies and software enhances engineers' understanding of failure mechanisms, aiding them in making informed risk management decisions,"" Bu stated.
He reiterated the commitment to achieving zero fatalities across all mining operations and acknowledged Papua New Guinea's strides in adopting technological solutions for safer mining practices.
Clifford Walsh, Vice President for Australasia Operational Excellence at Orica Geosolutions, recognized the important work being carried out by attendees and emphasized future collaborations. ""You are all doing incredibly important work. Orica is committed to providing the best technological solutions for open-pit and underground mining, tailings dams, and civil infrastructure,"" Walsh remarked.
OTML’s Superintendent of Geotechnical Engineering, Tata Peryoga, expressed appreciation for the management's dedication to enhancing the capabilities of the geotechnical team.
""Learning from equipment providers and understanding new technologies, as well as the challenges faced by other operations, is invaluable. This shared knowledge allows us all to improve,"" Peryoga noted.
OTML remains committed to the development of its workforce, actively supporting employee participation in events like this conference to expand their knowledge and skills. The company also prioritizes ongoing training across various operational areas while integrating advanced technology into its processes and systems.
As OTML continues to engage in such conferences, its focus on safety and technological advancement underscores its commitment to maintaining high standards in the mining industry.",Business,Trust
LDC to import live cattle,26/11/2024,https://tvwan.com.pg/news/2373,"In enhancing the rollout of the government’s National Cattle Breeding Program, Livestock Development Corporation (LDC) has signed a Memorandum of Understanding (MoU) with one of Australia’s leading live cattle exporters, Bondstock Rural Exports (BRE).
The signing will pave the way for LDC to import live cattle, especially pregnant heifers from Queensland, Australia. The MoU signed on 24th of November 2024, will facilitate the importation of breeder cattle from Australia pending the establishment of appropriate biosecurity requirements.
PNG’s potential to breed more than a million head of cattle in less than 20 years, was acclaimed by the Australian Livestock Exporters Council (ALEC) chairman David Galvin, who visited three weeks before the signing.
The establishment of initial talks between the Ministry of Livestock and the LDC Board earlier this year had resulted in the signing. This is after LDC had taken back and reclaimed most of its ranches from settlers and rehabilitated them to operational status, directed by the PNG government several years back.
LDC board chairman, Martin Ginyaru said the MoU indicates progress in the revitalization of the livestock industry to ensure PNG attains a certain level of self-reliance in meat production and also to promote food security.
He further stated that the MoU builds on the bilateral relationship between Australia and Papua New Guinea.
BRE director, Ian Bradford acknowledged LDC with the level of progress on the ground, including the re-development of ranches.
Bradford is expected to visit the country soon and will have the opportunity to visit LDC facilities in Central, Morobe, and the East Sepik provinces.",Agriculture,Anticipation
Busu hydropower project progressed,26/11/2024,https://tvwan.com.pg/news/2372,"The Busu hydro project, once fully completed will try to address the power generation issues currently faced in Morobe Province.
A Memorandum of Understanding for the Busu Hydropower Project was signed between the Morobe Provincial Government, Morobe Resources Holdings Limited, and PNG Power Limited on Monday (Nov. 25th) in Port Moresby.
The signing includes a K1 million funding to kick off the pre-feasibility study, the first phase of the project.
PPL Acting chief executive officer, Ivan Pekaea welcomed the support of Morobe Governor, Luther Wenge and the Morobe Provincial Government, Morobe Resource Holding Limited to partner with PPL to develop the project.
Pekaea said this will enable PNG Power to support electricity supply to rural communities in Morobe and Ramu Grid in line with the Government’s Policy to connect 70 percent of households by 2030 and 100 percent by 2050
“We are excited about the Busu Hydropower Project and the partnership we are putting together with Morobe Provincial Government and Morobe Resource Holdings Limited to develop this project,” he said.
Pakaea said Busu is one of the country’s fast-flowing rivers posing a cumex of 50-100 square meters and a potential of 75- 100 megawatts (MV). He said Busu provides immense potential for hydropower development. Being close to the Lae and Taraka substations makes it even more ideal.
“Lae at the moment is estimated to have a peak load of 40MW, however, this peak load does not include the off-line customers using their own generators.
“We could be talking more than 50MWs in Lae at the moment. Also, this does not include new load emanating from development activities in Lae.
“Given the natural conditions of Busu River, and PNG Power's need for a stable baseload generator near our Lae load, we feel Busu is an ideal option to develop through this partnership,” he said.
Meantime, Governor Wenge said lack of power is an ongoing issue faced in Lae that is affecting business houses and the wider community. Therefore, the Morobe government stands firm in supporting the project.",Infrastructure,Anticipation
Insect threatens coffee industry,26/11/2024,https://tvwan.com.pg/news/2363,"Papua New Guinea Coffee production and exports have been affected by Coffee Borers.
This has had an adverse effect on the income of local farmers, which is being reduced from 40 to 50 percent due to the Coffee Berry Borers.
Highlands Farmers and Settlers Association, President, Wilson Thompson said the Coffee Berry Borer which is a harmful insect to coffee worldwide is affecting coffee production in the country.
According to the Coffee Hunters, the Coffee Berry Borer or Coffee Borer Beetle (CBB) is an insect found around the world and prevalent in most coffee-producing countries. It is among the most harmful pests to commercial coffee plantations and can attack 50-100 percent of berries on a farm if no control measures are applied.
Coffee is a major cash crop in the highlands of Papua New Guinea, accounting for over 90 percent of the country's coffee production.
“Trials on 100kg cherry coffee showed it weighed 50 to 60kg, when pulped, fermentation and washed and weight is reduced to 40kg. Dried parchment weight showed between 20-25 kg. The more parchment or dried coffee with infested beans is held and not dried to 11-15 percent moisture content, the borer continues to survive in the bean.
“The cherry to parchment process is in the hands of the smallholders and they are the biggest losers when their coffee becomes floater and half the bean is eaten or destroyed.  The exporters are also faced with rejection of their green beans if more defects are found in the green beans.”
Whilst the farmers know little to deal with the insect, there are also concerns about red ants in Bulolo that make it difficult for farmers to pick or deal with coffee trees without being attacked by the ants.",Agriculture,Sadness
Packaged Pomio rice on display,26/11/2024,https://tvwan.com.pg/news/2360,"Pomio farmers, in East New Britain Province, proudly displayed their packaged rice in a recent event at Palmalmal.
They were among local farmers who set up booths during the annual ENB Provincial Administration (ENBPA) Economic Sector Conference from November 18-22.
However, unlike in the past, the farmers who came from the three different rural LLGs of Central Pomio, Inland Pomio and Melkoi, brought with them finished products that were processed and packaged locally.
The group from Melkoi LLG displayed packaged rice of the jasmine variety, selling for K8 a packet.
‘Lemem Rice’, which means ‘our rice’, is in white and brown products.
Trained at the OISCA Rabaul International Centre, lead farmer Peter Telesi said after collecting a kilogram (kg) of rice seedlings from Uvol Vocational Training Centre, he decided to do a nursery and produced 80kg out of the 1kg he got.
“A rice mill was given to us by OISCA in 1999 but for a decade there was no active rice planting by locals,” shared Telesi.
“I think this is because people could still afford a packet of rice from the shop. However, when the prices of rice started soaring, that was when farmers, especially within Central Melkoi area, realised that it was time to plant rice.”
During that time, Telesi supplied a kilogram of rice seedlings each to 80 farmers to replant and increase production on their individual farms.
""These 80 farmers have produced about 200kg of rice from the seedlings they planted, and this year we managed to produce a total of 15 tonnes of rice,” he proudly stated.
“We have also expanded the variety to 3, with the addition of Finch white (long grain) and I-R-10 (short grain).”
Telesi managed to fix the mill with assistance from the Provincial Department of Agriculture and Livestock to get spare parts, and have been progressing rice production since, with the support from the LLG rural development officer (RDO).
The farmers are planning to go into paddy rice planting next year onwards, from the current upland rice farming practice, while training has been rolled out to a number of educational institutions in the LLG.
Melkoi LLG rural development officer, Cosmas Koemparea Kolai, who is in charge of programs in the agriculture and livestock sector, said since taking up his post as Melkoi LLG RDO in 2022, rice was identified among the priority cash crops for the LLG, especially in the Central Melkoi area.
“Mr. Telesi was identified as the lead farmer and we constructed a seed garden for seedlings that were distributed to farmers,” he stated.
The rice farming program is being used to address issues such as food security and self reliance, given the shipping schedule, which usually arrives in the LLG after a fortnight or even a month.
Since 2022, the farmers have cultivated 1,200 hectares of rice farms, while a business group has established 4 hectares which will be used as a seed bank.
“Apart from providing good organic food for the farmers’ daily meals, rice has helped generate income for the farmers,” Kolai outlined.
“By 2025, we will increase our production and involve paddy farming to supply our local markets in the LLG.”
Jasmine is a favourite among the farmers and consumers of the locally produced rice in Melkoi LLG, from wards like Uvol, Meletong, Pilematana, Lausus, Esletena to Kenmininga, Mininga, Maso and Tavolo, and a few parts of Warale and Poio.
To complement the rice production, inland fish ponds under an artisanal fisheries program have been established, with two registered fishing groups.
The LLG fisheries sector has a storage facility set up that includes an ice making equipment, located at Ruachana ward.
Village based piggery and poultry farming is done in the wards, with 3 groups given assistance to upgrade from subsistence farming to a mini commercial arrangement.
“A piggery farmer at the Rano Palm Oil estate has been involved and now has about 21 pigs from a breed we got from the National Agriculture Research Institute (NARI),” Kolai continued.
“Another farmer is farming Australorp chickens that we also suppled from NARI, while another piggery farmer in the Inland Melkoi area has been given two breeds, sourced from NARI.”
Kolai further said they are running a cocoa development program to establish nurseries and rehabilitate rundown cocoa facilities and blocks.
Also under the agriculture and livetsock sector, there are extension programs for coconut at Tavolo ward.
Kokonas Indastri Koporesen (KIK) Islands regional manageress, Theresa Yareng, has announced that their programs next year will be focused on Pomio District.
“As part of KIK's way forward, we are looking at converting 60 tonnes of black copra into high value coconut (through white copra), and to formulate coconut development project agreements with districts,"" she said during the KIK presentation at the Economic Sector conference in Palmalmal.
Melkoi RDO Comas Kolai was also awarded free best performing LLG RDO at the conclusion of the 5-day meeting in Palmalmal.",Agriculture,Joy
Kina Bank Joins Inclusive Green Finance Initiative,23/11/2024,https://tvwan.com.pg/news/2345,"Kina Bank has signed a Memorandum of Understanding (MoU) with the Bank of Papua New Guinea (BPNG) and the Global Green Growth Institute (GGGI), solidifying its commitment to advancing inclusive green finance in Papua New Guinea.
The partnership makes Kina Bank the fifth financial institution in the country to adopt the Inclusive Green Finance Policy (IGFP), joining ANZ PNG, BSP, Nationwide Microbank, and Women’s Microbank.
Under the Inclusive Green Finance Project, launched in 2021 with funding from the New Zealand Ministry of Foreign Affairs and Trade, Kina Bank will develop green loan products and sustainable finance solutions with support from GGGI’s Green Finance Centre (GFC).
This initiative aligns with the global push for environmentally responsible financial practices, further bolstered by a €3 million (PGK 11.47 million) funding pledge from the French Development Agency (AFD).
BPNG Governor Elizabeth Genia emphasized the significance of this collaboration, stating, “the Inclusive Green Finance initiative aligns financial growth with sustainable development. Kina Bank's involvement strengthens our vision of a financially inclusive and environmentally conscious future for PNG.”
Kina Bank CEO Greg Pawson reaffirmed the bank's dedication to sustainability, noting, “this partnership underscores our commitment to delivering financial solutions that balance economic growth and environmental responsibility, benefiting our customers and communities.”
GGGI Country Representative Sakiusa Tuisolia highlighted Kina Bank’s key role in delivering inclusive green loan products, contributing to low-emission growth and sustainable development.
The partnership marks a pivotal step in integrating sustainability into Papua New Guinea’s financial sector, ensuring a greener, more resilient future.",Business,Trust
Oil Palm Policy needed to regulate sector,21/11/2024,https://tvwan.com.pg/news/2317,"Oil palm is a thriving industry that has over the years contributed to the economy particularly in terms of exports.
On record, a total of K8.836 billion was generated in the last five years (2018-2022), owing to stable global market prices, making PNG the 5th largest oil palm producer and exporter in the world.
It is also the major source of employment for well over 200,000 Papua New Guineans.
Sustainable palm oil production holds the potential to boost many of Papua New Guinea's development goals.
And a robust Oil Palm Policy is needed to strengthen and regulate this sector.
Speaking on behalf of the Chief Secretary to the Government Ivan Pomaleu, at the Validation workshop of Palm Oil Policy in Kimbe on Tuesday, Manager Policy Division with the PM & NEC, Brendan Pulai said the Department of Prime Minister remains supportive of this policy as it is futuristic and all encompassing, capturing the views and interests of all stakeholders.
He said it also complements the current National Government initiatives to incentivize, empower and grow the rural economies by engaging rural communities.
“All sector initiatives whether it be renewable or non-renewable sectors must have a water tight policy and Oil Palm is no exception.
“There must be alignment with the Vision 2050 and MTDPIV as both of these overarching plans set the basis for the development agenda of the Government.”
Mr Pulai said being a successful industry, Oil Palm has helped sustain many rural economies in PNG and this policy must also complement the government's policy to modernize and to do downstream processing of PNG's Palm Oil. This will in turn increase revenue streams to support the National Budget.
The establishment of the Oil Palm Industry Act is also key to ensuring that the industry is effective, fair and regulated in terms of apportioning proceeds that are derived for the Landowners, including the developer and the state.
“There must be a level playing field for all stakeholders in the policy to enhance the Oil Palm Industry.”
Additionally, he said this policy will set the basis for necessary legislative reforms, including the establishment of the Oil Palm Industry Authority that will provide effective oversight in terms of its overall operations, determining adequate pricing both on the domestic and international markets.",Business,Trust
Innovation PNG 2025 set,21/11/2024,https://tvwan.com.pg/news/2315,"The Port Moresby Business Chamber of Commerce and Industry in conjunction with Business Advantage co-hosted the official launch of the Innovation PNG 2025 conference at the Stanley Hotel in Port Moresby on Tuesday 19th November.
Scheduled to be hosted at the Stanley Hotel on the 27th and 28th November, the purpose of this conference is to encourage innovative culture and how Papua New Guinea can advance further in digital and technological development.
The first innovation conference was held in 2019 however, due to COVID-19 restrictions no meetings were held until 2023.
“We had a second edition in 2023, and this time we had representatives from Google, Facebook, MasterCard and especially importantly our partner from the government which is the parliament ICT,” said Fiocco.
Predient of the Port Moresby Chamber of Commerce and Industry, Rio Fiocco said a lot of innovation is taking place in the government from e-lan systems, e-payment, to visas online and more.
“It makes it easy for private sector and people intending to come to Papua New Guinea, to get their visas all processed automatically online, to make your lands department payments online etc.
“It’s very encouraging to see government is moving in innovation and of course the businesses are also innovating, technology is moving at a rapid pace,” Fiocco commented.
Fiocco added that Innovation 2025 will start with Women in Technology Breakfast on the 27th of February to celebrate women entrepreneurs who are leading the fields in technology, and then the Gala Awards on the same night. The one-day summit will then be held on 28th March, 2025.
Publishing Director of Business Advantage International who is the co-host of the meeting, Andrew Wilkins said one of the reasons for creating this event is that there’s a lot of talks and a lot of events in PNG, but maybe some of the problems and some of the disadvantages that PNG has maybe legitimate concerns, about what’s worked and what’s not working as well.
“Innovation, simply put is solving problems in a creative way.” Wilkins explained.",Business,Anticipation
Wau-Waria queries royalty payment,21/11/2024,https://tvwan.com.pg/news/2312,"When will Wau-Waria get its 9 percent of royalty?
This was the question without notice asked by Member for Wau-Waria, Marsh Narewec, in Tuesday’s (November 19) Tutumang session in Lae, Morobe Province.
Narewec outlined that Wau was under Bulolo district until the boundaries were split in 2022, giving rise to the new Wau-Waria district.
Despite the new boundary, the new district still has shares in the Hidden Valley mine.
“The people of Wau-Waria are landowners,” he told the chairman of the Provincial Executive Council (PEC) and Morobe Governor, Luther Wenge.
“Nauti and Winima own percentages in the mine. 50 percent of Hidden Valley is in Wau-Waria.
“It has been 2-and-a-half years as a new district and we have not received any benefit in royalties from Hidden Valley.
“My good minister for mining, when will this 9 percent hit Wau-Waria’s account?”
In response, Morobe’s Mining Minister and Watut local level government president, Waka Daimon, alluded to the royalty distribution within Morobe.
He said the breakup of Hidden Valley royalties are:
•	Bulolo district – 18 percent
•	Watut LLG – 5 percent
•	Wau Rural LLG – 5 percent
•	Bulolo Urban – 4 percent
•	Mumeng LLG – 3 percent
•	Waria LLG – 2 percent
•	Buang LLG – 1 percent
“Following an agreement between the provincial government and local MP, the Governor agreed to give 18 percent of its 36 percent benefit of royalties to us again. Hence, the provincial government only received 18 percent from the Hidden Valley mine.
“However, for Bulolo district, the Ombudsman Commission has put a stop to it. Bulolo district is yet to access that 18 percent.
“My officers and I made a submission to the PEC, who gave their approval and we went to the Mineral Resources Authority with a copy of the resolution. We are just waiting for MRA’s approval and the subsequent release of funds.”
Morobe Governor and chairman of the PEC, Luther Wenge, said he was in the previous government when he made changes to the royalty percentage. He admitted that he felt bad about his decision, so he will make sure Wau-Waria and Bulolo get 9 percent each.
“We have advised the MRA to let these funds come straight to the provincial Treasury so that it can allocate 9 percent to you and 9 percent to Bulolo,” Wenge told Narewec.
“Harmony raised some points to stop the money from coming to us but I told them that ‘you don’t take that money or no Wafi’. We are fighting for you to get the SML.”
Governor Wenge assured Narewec that he will confirm the funding availability and advise him at a later date.",Politics,Anticipation
