"Title","Date","URL"
"Govt department partners NCD Police",2025-09-05,"https://tvwan.com.pg/news/5935"
"PMV driver detained for beating police officer",2025-09-05,"https://tvwan.com.pg/news/5934"
"Karkar Launches 22 Canoes for Independence Golden Jubilee Voyage",2025-09-05,"https://tvwan.com.pg/news/5933"
"Military tattoo set for the evening",2025-09-05,"https://tvwan.com.pg/news/5932"
"Fire fighters receive first aid training",2025-09-05,"https://tvwan.com.pg/news/5930"
"St John Ambulance teams up with PNGSF for safer sporting venues",2025-09-05,"https://tvwan.com.pg/news/5929"
"Bongu villagers cash in on cocoa",2025-09-05,"https://tvwan.com.pg/news/5928"
"IMF urges Reform Discipline",2025-09-04,"https://tvwan.com.pg/news/5926"
"UK Minister to make 50th anniversary visit to PNG",2025-09-04,"https://tvwan.com.pg/news/5925"
"TB services boosted in Pomio District",2025-09-04,"https://tvwan.com.pg/news/5923"
"Seven Vessels from Five Nations Parade in PNG’s Historic Fleet Review",2025-09-04,"https://tvwan.com.pg/news/5921"
"Solar Power Transforms Rai Coast",2025-09-04,"https://tvwan.com.pg/news/5920"
"Government taken to task over NID project",2025-09-04,"https://tvwan.com.pg/news/5919"
"Medical Scientists engage in specialty meeting",2025-09-04,"https://tvwan.com.pg/news/5918"
"CPL backs medical Symposium",2025-09-04,"https://tvwan.com.pg/news/5917"
"Indian Navy open Fleet review",2025-09-04,"https://tvwan.com.pg/news/5916"
"Siune slams attack on Simbu public servants",2025-09-04,"https://tvwan.com.pg/news/5915"
"Moveave peace committee want troublemakers arrested",2025-09-03,"https://tvwan.com.pg/news/5912"
"Tokura recollects years of service to Police force",2025-09-03,"https://tvwan.com.pg/news/5910"
"UN boss satisfied with PNG’s welcome",2025-09-03,"https://tvwan.com.pg/news/5905"
"Deputy Speaker welcomes UN boss",2025-09-03,"https://tvwan.com.pg/news/5903"
"Sir Bob welcomes UN Secretary General",2025-09-03,"https://tvwan.com.pg/news/5902"
"Madang police ready for independence",2025-09-02,"https://tvwan.com.pg/news/5897"
"Retired Lieutenant Colonel witnesses Closing March",2025-09-02,"https://tvwan.com.pg/news/5896"
"Wewak Youths complete walk alongside soldiers",2025-09-02,"https://tvwan.com.pg/news/5894"
"Carol Hwena crowned Miss Sandaun 2025",2025-09-02,"https://tvwan.com.pg/news/5893"
"New law firm launched",2025-09-02,"https://tvwan.com.pg/news/5889"
"Tangible outcomes for local communities",2025-09-02,"https://tvwan.com.pg/news/5888"
"Police men rescued, guns and vehicle recovered",2025-09-02,"https://tvwan.com.pg/news/5882"
"TSC workshop vital to fix teachers’ issues",2025-09-01,"https://tvwan.com.pg/news/5877"
"Dabaris makes top 4",2025-09-01,"https://tvwan.com.pg/news/5876"
"Connect PNG reaches the unreached",2025-09-01,"https://tvwan.com.pg/news/5875"
"Exercise Antap Long Ol 2025 ends with Baton handover",2025-09-01,"https://tvwan.com.pg/news/5874"
"Solar kits light up South Fly homes",2025-09-01,"https://tvwan.com.pg/news/5871"
"Australian Defence Force Arrives to support PNGDF",2025-09-01,"https://tvwan.com.pg/news/5868"
"Workers return after cutting key road links",2025-09-01,"https://tvwan.com.pg/news/5867"
"Lifesaving child health guide reaches clinics",2025-09-01,"https://tvwan.com.pg/news/5865"
"PNGPCL delivers climate-resilient port in Kimbe",2025-09-01,"https://tvwan.com.pg/news/5864"
"Exercise Antap Long Ol nears end",2025-09-01,"https://tvwan.com.pg/news/5862"
"Visit to remote Kotidanga, an eye-opener",2025-08-31,"https://tvwan.com.pg/news/5860"
"Lewas off to qualifier",2025-08-31,"https://tvwan.com.pg/news/5858"
"PNGDF Week highlights camaraderie, partnership",2025-08-31,"https://tvwan.com.pg/news/5857"
"Establish a Veteran Affairs department, says Sir Bob",2025-08-31,"https://tvwan.com.pg/news/5855"
"GG calls on servicemen and women to wear uniforms with pride",2025-08-31,"https://tvwan.com.pg/news/5854"
"BPW Golden Ball Empower’s Women and Girls",2025-08-31,"https://tvwan.com.pg/news/5853"
"CLRC hosts a successful open day",2025-08-30,"https://tvwan.com.pg/news/5850"
"ACP Guinness to retire after serving RPNGC for 50 years",2025-08-30,"https://tvwan.com.pg/news/5849"
"Trends Beauty Expands Legacy with Thai Restaurant",2025-08-30,"https://tvwan.com.pg/news/5848"
"Hekari United FC Qualifies for Oceania Professional League",2025-08-30,"https://tvwan.com.pg/news/5846"
"AI powered CCTV cameras for NCD",2025-08-30,"https://tvwan.com.pg/news/5845"
"“Exercise Antap Lo Ol 2025” reaches Port Moresby",2025-08-30,"https://tvwan.com.pg/news/5842"
"Sir Julius Chan’s Legacy Immortalized on PNG’s Currency",2025-08-30,"https://tvwan.com.pg/news/5841"
"K20 Million worth of commemorative K50 notes released",2025-08-30,"https://tvwan.com.pg/news/5840"
"Climate Resilience Training Boosted",2025-08-30,"https://tvwan.com.pg/news/5838"
"Lae robbery leaves 6 dead",2025-08-29,"https://tvwan.com.pg/news/5837"
"Empowering Kokoda teachers to champion inclusive education",2025-08-29,"https://tvwan.com.pg/news/5835"
"PNG, QUT agree ahead of State to Country MOU",2025-08-29,"https://tvwan.com.pg/news/5834"
"Wewak youths trek with soldiers",2025-08-29,"https://tvwan.com.pg/news/5830"
"A soldier’s son retraces dad’s historical walk",2025-08-29,"https://tvwan.com.pg/news/5829"
"Kimbe port upgrade begins",2025-08-29,"https://tvwan.com.pg/news/5827"
"Turi issues tough measures to stop ethnic clash in the city",2025-08-29,"https://tvwan.com.pg/news/5826"
"Golden Jubilee Currency Enters Circulation",2025-08-29,"https://tvwan.com.pg/news/5824"
"Welfare of doctors to improve",2025-08-29,"https://tvwan.com.pg/news/5823"
"Safe Houses strengthen justice",2025-08-28,"https://tvwan.com.pg/news/5820"
"Emergency Nursing Leadership",2025-08-28,"https://tvwan.com.pg/news/5819"
"Police ramp up security ahead of independence",2025-08-28,"https://tvwan.com.pg/news/5816"
"Madang emphasises need for child protection policies",2025-08-28,"https://tvwan.com.pg/news/5813"
"Major upgrade planned for airports",2025-08-28,"https://tvwan.com.pg/news/5811"
"Indian exporters brace for introduction of US tariffs",2025-08-28,"https://tvwan.com.pg/news/5810"
"Youth Drive Bougainville Future",2025-08-28,"https://tvwan.com.pg/news/5809"
"Papa Buka makes PNG’s first Oscar submission",2025-08-28,"https://tvwan.com.pg/news/5808"
"Suspect involved in Goilala man’s death arrested",2025-08-28,"https://tvwan.com.pg/news/5807"
"New police offices in Kokopo",2025-08-28,"https://tvwan.com.pg/news/5806"
"Nigerian refugee investigations continue",2025-08-28,"https://tvwan.com.pg/news/5803"
"Inaugural Kainantu School Rugby League Season Ends on High Note",2025-08-28,"https://tvwan.com.pg/news/5800"
"Blue licenses for Madang police officers",2025-08-27,"https://tvwan.com.pg/news/5799"
"Simberi LOs to finally sign CDA",2025-08-27,"https://tvwan.com.pg/news/5798"
"East Sepik Education improving, says Bird",2025-08-27,"https://tvwan.com.pg/news/5797"
"OTML Training Opportunities Expand in Western",2025-08-27,"https://tvwan.com.pg/news/5793"
"Funding limits ESP students’ access",2025-08-27,"https://tvwan.com.pg/news/5791"
"SP Brewery Signs GBV Training Partnership",2025-08-27,"https://tvwan.com.pg/news/5789"
"DoWH officers complete climate-resilient infrastructure training",2025-08-27,"https://tvwan.com.pg/news/5788"
"ENB community set date to celebrate ‘Ward Day’",2025-08-27,"https://tvwan.com.pg/news/5787"
"PNGSDP provides program updates to stakeholders",2025-08-27,"https://tvwan.com.pg/news/5786"
"What is National Repentance Day?",2025-08-26,"https://tvwan.com.pg/news/5785"
"UN Secretary General to spend four days in PNG",2025-08-26,"https://tvwan.com.pg/news/5784"
"23 police executives sign employment contracts",2025-08-26,"https://tvwan.com.pg/news/5782"
"PM stresses message of forgiveness on Repentance Day",2025-08-26,"https://tvwan.com.pg/news/5781"
"Beon inmates receive support ahead of Independence Day",2025-08-26,"https://tvwan.com.pg/news/5780"
"Madang province dedicated",2025-08-26,"https://tvwan.com.pg/news/5779"
"Over 900 inmates commemorate National Repentance Day",2025-08-26,"https://tvwan.com.pg/news/5775"
"Dregerhafen issues continue",2025-08-26,"https://tvwan.com.pg/news/5771"
"GBV Tripartite Mou Signed",2025-08-25,"https://tvwan.com.pg/news/5769"
"DoWH and GGGI officers receive certificates",2025-08-25,"https://tvwan.com.pg/news/5767"
"DWU celebrate two more upstanding alumni",2025-08-25,"https://tvwan.com.pg/news/5766"
"Renewed commitment to human dignity",2025-08-25,"https://tvwan.com.pg/news/5765"
"Madang Provincial Government Backs Polio Immunization with K150,000",2025-08-25,"https://tvwan.com.pg/news/5762"
"Wapenamanda elites call for normalcy",2025-08-24,"https://tvwan.com.pg/news/5755"
"Gospel festival sees Unity",2025-08-24,"https://tvwan.com.pg/news/5752"
"Polio routine In Madang boosted with K150,000",2025-08-23,"https://tvwan.com.pg/news/5750"
"Free carry equity for Cloudy Bay",2025-08-23,"https://tvwan.com.pg/news/5749"
"Australia helps boost PNG Customs Border Protection Capabilities",2025-08-23,"https://tvwan.com.pg/news/5746"
"Marape acknowledges PNG judiciary",2025-08-22,"https://tvwan.com.pg/news/5743"
"Police welcome local support",2025-08-22,"https://tvwan.com.pg/news/5742"
"K100M funding support to SI over five years",2025-08-22,"https://tvwan.com.pg/news/5741"
"PSIP supports Simbu school projects",2025-08-21,"https://tvwan.com.pg/news/5739"
"ENBPHA conclude Public Finance Management Training",2025-08-21,"https://tvwan.com.pg/news/5734"
"Officers trained in conflict resolution",2025-08-21,"https://tvwan.com.pg/news/5732"
"Plea for road access",2025-08-21,"https://tvwan.com.pg/news/5730"
"K4M Land acquisition for Manam resettlement",2025-08-21,"https://tvwan.com.pg/news/5726"
"IBSU Lecturers take Financial Literacy Training",2025-08-21,"https://tvwan.com.pg/news/5725"
"PNGDF prepares for 50th anniversary",2025-08-20,"https://tvwan.com.pg/news/5722"
"Missed opportunities",2025-08-20,"https://tvwan.com.pg/news/5721"
"Wabo reflects on Season 2025",2025-08-20,"https://tvwan.com.pg/news/5720"
"PNGUoT student in viral video granted bail",2025-08-20,"https://tvwan.com.pg/news/5719"
"Teaching staff for Gobo All-Girls School",2025-08-20,"https://tvwan.com.pg/news/5718"
"BSP Deposit ATMs gone live",2025-08-20,"https://tvwan.com.pg/news/5716"
"ENB police reservists undergo training",2025-08-20,"https://tvwan.com.pg/news/5715"
"Remove tinted windows, directs ENB authorities",2025-08-20,"https://tvwan.com.pg/news/5713"
"‘Exercise Antap long Ol’ makes final leg",2025-08-20,"https://tvwan.com.pg/news/5712"
"Judicial Integrity and Well-Being conference",2025-08-20,"https://tvwan.com.pg/news/5711"
"Marape welcomes Court Decision",2025-08-19,"https://tvwan.com.pg/news/5708"
"Yafai guilty for not verifying claims before paying Paraka",2025-08-19,"https://tvwan.com.pg/news/5707"
"Sinai presents Usino Bundi writ to GG",2025-08-19,"https://tvwan.com.pg/news/5705"
"Gandep project progressing well",2025-08-19,"https://tvwan.com.pg/news/5704"
"Gifting of the King’s colours",2025-08-19,"https://tvwan.com.pg/news/5702"
"Court to rule on Opposition leadership case, Wednesday",2025-08-19,"https://tvwan.com.pg/news/5701"
"PNG Constitution 50 years old",2025-08-19,"https://tvwan.com.pg/news/5698"
"Financial assistance to Simbai",2025-08-19,"https://tvwan.com.pg/news/5695"
"Wavik sworn-in",2025-08-18,"https://tvwan.com.pg/news/5693"
"Tribal fights disgraceful: Manning",2025-08-18,"https://tvwan.com.pg/news/5692"
"Usino-Bundi writ returned",2025-08-18,"https://tvwan.com.pg/news/5691"
"Community safety initiatives",2025-08-18,"https://tvwan.com.pg/news/5690"
"50 Years of Silence Broken; “We Are No Longer Forgotten”",2025-08-18,"https://tvwan.com.pg/news/5689"
"Government house land protest",2025-08-18,"https://tvwan.com.pg/news/5688"
"Property of by-election candidate burnt",2025-08-18,"https://tvwan.com.pg/news/5687"
"NCD Police set to lead independence security operation",2025-08-18,"https://tvwan.com.pg/news/5685"
"Talai situation contained, peace talks negotiated",2025-08-17,"https://tvwan.com.pg/news/5681"
"PM Calls for Allegiance to Constitution",2025-08-17,"https://tvwan.com.pg/news/5680"
"City Warden Initiative Transforms Gordons",2025-08-17,"https://tvwan.com.pg/news/5679"
"Simbu Expands Rural Development Projects",2025-08-17,"https://tvwan.com.pg/news/5678"
"Ten Thousand Visits Logged at Lombrum Medical Centre",2025-08-16,"https://tvwan.com.pg/news/5676"
"Korean aid program helps Kemabolo community access clean water",2025-08-16,"https://tvwan.com.pg/news/5674"
"Liquor Restriction imposed in NCD in preparation for Independence",2025-08-16,"https://tvwan.com.pg/news/5672"
"New vehicles to support ENB police",2025-08-16,"https://tvwan.com.pg/news/5669"
"Bird sets a course for his future in politics",2025-08-15,"https://tvwan.com.pg/news/5661"
"SEZA affirms Caution Bay SEZ on state land",2025-08-15,"https://tvwan.com.pg/news/5657"
"McPherson encourages participation in “Name Your Team” campaign",2025-08-14,"https://tvwan.com.pg/news/5655"
"Addressing SARV through workshops",2025-08-14,"https://tvwan.com.pg/news/5652"
"NCD roads undergo maintenace in preparation for Independence",2025-08-14,"https://tvwan.com.pg/news/5651"
"Milne Bay Coffee jets off to Northern Europe",2025-08-14,"https://tvwan.com.pg/news/5650"
"Transport Dept launches MTTP 3",2025-08-14,"https://tvwan.com.pg/news/5649"
"NCC Pilots Culture Authenticity Training",2025-08-14,"https://tvwan.com.pg/news/5645"
"K214 billion expanded over 12 years without M&E",2025-08-14,"https://tvwan.com.pg/news/5644"
"Kutubu making big plans for September",2025-08-14,"https://tvwan.com.pg/news/5643"
"Marape welcomes court ruling",2025-08-14,"https://tvwan.com.pg/news/5642"
"Former KPHL board chair’s application rejected",2025-08-14,"https://tvwan.com.pg/news/5641"
"Ok Tedi Shaping Future Leaders",2025-08-14,"https://tvwan.com.pg/news/5640"
"U.S. Delegation Strengthens PNG Ties",2025-08-13,"https://tvwan.com.pg/news/5636"
"PNGUoT Students to Face Administrative and Legal Action",2025-08-13,"https://tvwan.com.pg/news/5634"
"From charity work to politics, Kumura set to deliver for Usino Bundi",2025-08-13,"https://tvwan.com.pg/news/5632"
"Incomplete Maprik District Hospital Queried",2025-08-13,"https://tvwan.com.pg/news/5629"
"GGGI and IOM sign MOU to support climate-resilience",2025-08-13,"https://tvwan.com.pg/news/5627"
"Porgera-Paiela and Aitape/Lumi writs return",2025-08-12,"https://tvwan.com.pg/news/5625"
"Group created to seize illegal assets, money",2025-08-12,"https://tvwan.com.pg/news/5622"
"Minister issues directive for PNGUoT report",2025-08-12,"https://tvwan.com.pg/news/5621"
"RPNGC recruits start training",2025-08-12,"https://tvwan.com.pg/news/5620"
"PM Marape welcomes new MPs elect",2025-08-12,"https://tvwan.com.pg/news/5617"
"Nationwide drive to protect children",2025-08-12,"https://tvwan.com.pg/news/5614"
"Arresting officer in Saraga rape case delays police file",2025-08-12,"https://tvwan.com.pg/news/5613"
"ENB to commemorate two events in September",2025-08-12,"https://tvwan.com.pg/news/5612"
"ENB women candidates commended",2025-08-12,"https://tvwan.com.pg/news/5610"
"Peter Yama Out as Usino Bundi By-Election Enters Final Stages",2025-08-12,"https://tvwan.com.pg/news/5609"
"First lot of PNGUoT students identified",2025-08-11,"https://tvwan.com.pg/news/5605"
"Kabwum community commended",2025-08-11,"https://tvwan.com.pg/news/5604"
"Tubusereia incident contained",2025-08-11,"https://tvwan.com.pg/news/5603"
"BbP Prepares for Book Week",2025-08-11,"https://tvwan.com.pg/news/5600"
"Madang Governor Blasts ""Madness"" of Ramu Agri Taxes",2025-08-10,"https://tvwan.com.pg/news/5596"
"KPHL supports STEM program",2025-08-10,"https://tvwan.com.pg/news/5595"
"U.S. Recovery Missions Expand",2025-08-10,"https://tvwan.com.pg/news/5594"
"University directs investigation following viral video",2025-08-10,"https://tvwan.com.pg/news/5592"
"Minister Paita visits K92 Mine",2025-08-09,"https://tvwan.com.pg/news/5591"
"Call for Bicameral System",2025-08-09,"https://tvwan.com.pg/news/5587"
"ViA Safe Mobility Programme Kicks Off in PNG",2025-08-09,"https://tvwan.com.pg/news/5586"
"PMGH conducts one more successful kidney transplant",2025-08-08,"https://tvwan.com.pg/news/5584"
"Pageant Queens Champion Literacy Drive",2025-08-08,"https://tvwan.com.pg/news/5583"
"Sir Michael’s work spoke volumes: Arthur Somare",2025-08-08,"https://tvwan.com.pg/news/5581"
"PM reflects on Sir Michael’s legacies",2025-08-08,"https://tvwan.com.pg/news/5578"
"U.S. Aids UXO Cleanup",2025-08-08,"https://tvwan.com.pg/news/5575"
"TVWAN ONLINE Vincent Kumura Leads Usino Bundi open",2025-08-08,"https://tvwan.com.pg/news/5570"
"Machines to build Gulf roads",2025-08-07,"https://tvwan.com.pg/news/5569"
"Family of Hela man killed in Porgera demand justice",2025-08-07,"https://tvwan.com.pg/news/5568"
"Catholic Bishops’ Farewell Msgr. Federico Boni",2025-08-07,"https://tvwan.com.pg/news/5563"
"Bridges along Highlands H/Way undergo major upgrade",2025-08-07,"https://tvwan.com.pg/news/5562"
"National Parliament House Marks 41 Years",2025-08-07,"https://tvwan.com.pg/news/5557"
"Duma explains sale of MVIL shares in BSP",2025-08-07,"https://tvwan.com.pg/news/5555"
"Park Conservation Manager Wins Global Honour",2025-08-07,"https://tvwan.com.pg/news/5554"
"Mt Sion Blind Centre receive K20,000 Aid Support",2025-08-07,"https://tvwan.com.pg/news/5553"
"Porgera Infrastructure Damage Recognized as Terrorism by PNG Law",2025-08-06,"https://tvwan.com.pg/news/5551"
"Luxon visits New Eye Care Centre site",2025-08-06,"https://tvwan.com.pg/news/5549"
"Court revokes K7000 bail granted to Ekip",2025-08-06,"https://tvwan.com.pg/news/5546"
"Honouring the Flag’s Forgotten Designer",2025-08-06,"https://tvwan.com.pg/news/5545"
"PNG - NZ Celebrate Friendship with Plaque Unveiling",2025-08-06,"https://tvwan.com.pg/news/5544"
"Usino Bundi by-election counting resumes",2025-08-06,"https://tvwan.com.pg/news/5542"
"Kavieng stadium renamed ‘Sir Julius Chan stadium’",2025-08-06,"https://tvwan.com.pg/news/5540"
"Kapli seeks more time to make submission",2025-08-05,"https://tvwan.com.pg/news/5539"
"Lae school closes indefinitely",2025-08-05,"https://tvwan.com.pg/news/5535"
"Lae school closes indefinitely",2025-08-05,"https://tvwan.com.pg/news/5534"
"PM JAMES MARAPE REAFFIRMS UNITY AND REGIONAL EMPOWERMENT AT SIGNING OF 2025 PORT MORESBY PAPUA ACCO...",2025-08-05,"https://tvwan.com.pg/news/5533"
"NZ PM expresses desire to strengthen PNG-NZ relationship",2025-08-05,"https://tvwan.com.pg/news/5531"
"Alcohol Industry Urged Support Responsible Drinking",2025-08-05,"https://tvwan.com.pg/news/5530"
"Usino-Bundi counting deferred indefinitely",2025-08-05,"https://tvwan.com.pg/news/5529"
"Sonk maintains innocence",2025-08-05,"https://tvwan.com.pg/news/5528"
"KPHL receives developer license for industrial park",2025-08-05,"https://tvwan.com.pg/news/5526"
"GG welcomes New Zealand PM",2025-08-05,"https://tvwan.com.pg/news/5525"
"Court dismisses review application on Dei by-election decision",2025-08-05,"https://tvwan.com.pg/news/5521"
"Exercise Talisman Sabre 2025 concludes",2025-08-04,"https://tvwan.com.pg/news/5517"
"Oceanic Construction calls on politicians not to speculate",2025-08-04,"https://tvwan.com.pg/news/5516"
"Public servants urged to deliver better outcomes",2025-08-04,"https://tvwan.com.pg/news/5515"
"Kido village a new game changer to PNG",2025-08-04,"https://tvwan.com.pg/news/5513"
"Officials trained ahead of counting",2025-08-04,"https://tvwan.com.pg/news/5512"
"ABG embraces forestry autonomy",2025-08-04,"https://tvwan.com.pg/news/5511"
"PNG welcomes NZ Prime Minister",2025-08-03,"https://tvwan.com.pg/news/5507"
"CLRC conducts review of colonial laws",2025-08-03,"https://tvwan.com.pg/news/5505"
"Counting remains in Usino-Bundi",2025-08-03,"https://tvwan.com.pg/news/5503"
"Police maintain presence at 8mile",2025-08-03,"https://tvwan.com.pg/news/5502"
"Strengthen public health through points of entry",2025-08-03,"https://tvwan.com.pg/news/5499"
"Grade 12 students to sit for Written Expression Exam on August 4",2025-08-03,"https://tvwan.com.pg/news/5498"
"Joint Forces Conduct Final Exercise in PNG",2025-08-02,"https://tvwan.com.pg/news/5493"
"100K for OOH cardiac surgical missions",2025-08-02,"https://tvwan.com.pg/news/5492"
"SARV on the rise in Madang",2025-08-01,"https://tvwan.com.pg/news/5490"
"Bulolo Land Legacy genuine",2025-08-01,"https://tvwan.com.pg/news/5488"
"Kokoda Funding Commitment Questioned in Parliament",2025-08-01,"https://tvwan.com.pg/news/5487"
"RTA functions a concern for citizens",2025-08-01,"https://tvwan.com.pg/news/5482"
"Ban on chicken import lifted",2025-08-01,"https://tvwan.com.pg/news/5481"
"Providing healthcare in remote regions",2025-08-01,"https://tvwan.com.pg/news/5478"
"Mendi-Nipa Road contract in limbo",2025-07-31,"https://tvwan.com.pg/news/5477"
"Media restrain from reporting ICAC’s investigations",2025-07-31,"https://tvwan.com.pg/news/5475"
"Polling officials locked up over misplaced ballots",2025-07-31,"https://tvwan.com.pg/news/5473"
"Be proactive in customary land deals: Parkop",2025-07-31,"https://tvwan.com.pg/news/5468"
"Speeding vehicles causing most tragic accidents",2025-07-31,"https://tvwan.com.pg/news/5467"
"Expatriate, two locals arraigned for drug trafficking",2025-07-31,"https://tvwan.com.pg/news/5465"
"Candidate among hijackers locked up",2025-07-30,"https://tvwan.com.pg/news/5464"
"Bougainville disaster office issues caution",2025-07-30,"https://tvwan.com.pg/news/5462"
"Man accused of sexual abuse of a minor",2025-07-30,"https://tvwan.com.pg/news/5461"
"PM apologises of LLG polls deferral",2025-07-30,"https://tvwan.com.pg/news/5460"
"Move to high ground, instructs Observatory",2025-07-30,"https://tvwan.com.pg/news/5458"
"Tsunami warning for PNG’s coastal areas",2025-07-30,"https://tvwan.com.pg/news/5456"
"PNG Joins Talisman Sabre 2025",2025-07-30,"https://tvwan.com.pg/news/5455"
"12th PNGFA Flower Show",2025-07-30,"https://tvwan.com.pg/news/5450"
"Police investigate roadblock at Bunu",2025-07-30,"https://tvwan.com.pg/news/5448"
"10 Heads of State confirmed for 50th anniversary",2025-07-30,"https://tvwan.com.pg/news/5446"
"Kopkop College celebrates Golden Jubilee",2025-07-30,"https://tvwan.com.pg/news/5444"
"Support system for farming groups",2025-07-29,"https://tvwan.com.pg/news/5439"
"Independent audit firm to investigate KPHL books",2025-07-29,"https://tvwan.com.pg/news/5438"
"Porgera CDA nears completion",2025-07-29,"https://tvwan.com.pg/news/5437"
"Clamp down on illegal mining activities",2025-07-29,"https://tvwan.com.pg/news/5436"
"An honest 50-year review presented to PM",2025-07-29,"https://tvwan.com.pg/news/5433"
"Stone shares impact of NEST program",2025-07-29,"https://tvwan.com.pg/news/5430"
"Polling completes despite hijacking of ballot boxes",2025-07-29,"https://tvwan.com.pg/news/5429"
"NZ PM to convey apologies upon visit",2025-07-29,"https://tvwan.com.pg/news/5428"
"Power outage affects flights",2025-07-29,"https://tvwan.com.pg/news/5427"
"PNG Taekwondo fighters in China",2025-07-29,"https://tvwan.com.pg/news/5426"
"Australia Expands Pacific Engagement Visa",2025-07-29,"https://tvwan.com.pg/news/5420"
"Three confirmed dead in Magi Highway crash",2025-07-29,"https://tvwan.com.pg/news/5418"
"Police apprehend SARV suspects in Central Province",2025-07-29,"https://tvwan.com.pg/news/5417"
"New Ireland LOs acknowledged",2025-07-28,"https://tvwan.com.pg/news/5413"
"Machinery in Kovon to continue Madang-Baiyer Road project",2025-07-28,"https://tvwan.com.pg/news/5410"
"Candidate angry over election mishaps",2025-07-28,"https://tvwan.com.pg/news/5406"
"12 arrested in Madang",2025-07-28,"https://tvwan.com.pg/news/5405"
"Pinu kicks off sport tournament",2025-07-28,"https://tvwan.com.pg/news/5404"
"Mekeo Culture Heads to Europe",2025-07-28,"https://tvwan.com.pg/news/5403"
"2025 RPNGC recruits set to train",2025-07-27,"https://tvwan.com.pg/news/5401"
"PNG observes Judiciary Well-being Day",2025-07-27,"https://tvwan.com.pg/news/5400"
"US vessel docks in Lae",2025-07-27,"https://tvwan.com.pg/news/5399"
"Koiari leaders wanted for illegal protest",2025-07-26,"https://tvwan.com.pg/news/5396"
"Western Flames Win Inaugural Koiari Zone Championship Cup",2025-07-26,"https://tvwan.com.pg/news/5394"
"PRL 15 landowners changing the game in LO participation in projects",2025-07-26,"https://tvwan.com.pg/news/5393"
"CS graduates challenged to serve nation with pride",2025-07-26,"https://tvwan.com.pg/news/5390"
"Parkop Congratulates New MKA Chairman Wavik",2025-07-26,"https://tvwan.com.pg/news/5389"
"Bugandi prepares for new classroom",2025-07-26,"https://tvwan.com.pg/news/5388"
"First-Ever Use of PNG Soil in Exercise Talisman Sabre",2025-07-26,"https://tvwan.com.pg/news/5387"
"Ballot box hijacked in Usino Bundi by-election",2025-07-26,"https://tvwan.com.pg/news/5386"
"Laws relating to Sexual Offences and SOE to be reviewed",2025-07-26,"https://tvwan.com.pg/news/5385"
"Latin America Meets Pacific",2025-07-25,"https://tvwan.com.pg/news/5380"
"Usino/ Bundi by-election update",2025-07-25,"https://tvwan.com.pg/news/5377"
"PM Welcomes ICJ Advisory Opinion",2025-07-25,"https://tvwan.com.pg/news/5374"
"PM Concludes Landmark Visit to Japan",2025-07-25,"https://tvwan.com.pg/news/5373"
"POMNATS, Kopkop College in debate grand final",2025-07-25,"https://tvwan.com.pg/news/5371"
"Manning condemns LO actions over water supply",2025-07-24,"https://tvwan.com.pg/news/5370"
"Last count, four votes difference",2025-07-24,"https://tvwan.com.pg/news/5369"
"International Court rules in favor of Pacific Island states",2025-07-24,"https://tvwan.com.pg/news/5368"
"Disgruntled crowd angered over ballot box security",2025-07-24,"https://tvwan.com.pg/news/5366"
"Japan Backs PNG Fisheries Growth",2025-07-24,"https://tvwan.com.pg/news/5362"
"Ramu NiCo chips in K50,000 for Madang Independence Celebrations",2025-07-24,"https://tvwan.com.pg/news/5359"
"Milne Bay Honors Heroes",2025-07-24,"https://tvwan.com.pg/news/5358"
"Day 2 of polling for Usino Bundi by-election",2025-07-24,"https://tvwan.com.pg/news/5354"
"Motu Koita election Officials aim to declare winners before Friday",2025-07-24,"https://tvwan.com.pg/news/5353"
"Marape Defends Appointment of New KPHL Board in the Face of Court Order",2025-07-23,"https://tvwan.com.pg/news/5351"
"Engineering Battalion Soldiers Reach Ramu Valley",2025-07-23,"https://tvwan.com.pg/news/5350"
"Frangipani Expands to Kavieng",2025-07-23,"https://tvwan.com.pg/news/5349"
"Police band recognized",2025-07-23,"https://tvwan.com.pg/news/5348"
"Kundiawa Police Mark 50 Years",2025-07-23,"https://tvwan.com.pg/news/5347"
"Pariwa commits to 80K for Lalok village",2025-07-23,"https://tvwan.com.pg/news/5346"
"PM pays tribute to fallen heroes",2025-07-23,"https://tvwan.com.pg/news/5345"
"Wavik leads MKA count",2025-07-23,"https://tvwan.com.pg/news/5344"
"Polling concludes in Kabwum",2025-07-23,"https://tvwan.com.pg/news/5343"
"Counting for Key MKA Seats Set",2025-07-23,"https://tvwan.com.pg/news/5341"
"A recollection of the unsung heroes by Madang PPC",2025-07-23,"https://tvwan.com.pg/news/5340"
"“At the Break of Dawn: Honoring PNG’s Heroes of Sacrifice and Service”",2025-07-23,"https://tvwan.com.pg/news/5339"
"Sonk labels reports as defamatory",2025-07-22,"https://tvwan.com.pg/news/5338"
"New KPHL board appointment stayed",2025-07-22,"https://tvwan.com.pg/news/5337"
"NCSL brings financial literacy to workplace",2025-07-22,"https://tvwan.com.pg/news/5335"
"Jets acknowledge Hunters",2025-07-22,"https://tvwan.com.pg/news/5334"
"ABG presents K1 million to MAF to re-establish presence in the region",2025-07-22,"https://tvwan.com.pg/news/5332"
"Tribes in Enga End Long-Standing Dispute",2025-07-22,"https://tvwan.com.pg/news/5330"
