Title,Date,URL,Source,Category,Sentiment,People,Content
Kindy Dreams and Teachers Honoured at Tutu Beach ELC,3/10/2025,https://tvwan.com.pg/news/6288,,Education,Joy,Nill,"The Tutu Beach Early Learning Centre at Taurama Beach came alive with colour and creativity on Friday as Kindy 1 and 2 students marked a special Mufty Day, which was celebrated alongside Teachers’ Day.
The theme for the day was “When I Grow Up, I Want to Be…”, encouraging students to dress as their dream professions.
Costumes ranged from everyday community roles to aspirational careers, giving children the chance to imagine their future pathways.
Held during regular school hours, the event provided an opportunity for young learners to use their imagination, explore different jobs and professions, and share their aspirations in a fun and engaging way.
Costumes were kept simple and comfortable, reinforcing that the focus was on creativity and learning rather than expense.
At the same time, teachers were celebrated and acknowledged for their contribution to nurturing and guiding young learners.
Teachers received appreciation from their students, with the school community taking part to honour their efforts.
Papua New Guinea joins the world in observing World Teachers’ Day, officially marked on 5 October each year.
Established by UNESCO in 1994, the global day celebrates the vital role of educators while also highlighting the challenges the profession faces, including the need for improved resources and recognition.
In 2025, more than 60,000 teachers across PNG are honoured through school-based ceremonies and activities.
The dual celebration at Tutu Beach reflected a powerful message: that children’s dreams for the future and the recognition of teachers go hand in hand.
By combining both occasions, the school reinforced the importance of imagination in early learning while acknowledging the educators who inspire those dreams."
Residents urged to look after business houses,3/10/2025,https://tvwan.com.pg/news/6281,,Community,Fear,Nill,"Chief Secretary to the Government and long-time Rainbow resident, Ambassador Ivan Pomaleu has urged residents there to look after business houses, by ensuring that they are secure to provide service to the community.
He made this appeal during the launch of road maintenance work at Rainbow last week, calling on residents not to repeat what happened in January 10, 2024, which affected business houses with millions of kina worth of damage.
“The result of January 10th has caused our mothers to struggle to get service outside. Options and opportunities to look for groceries were hard. Our mothers and fathers had to travel far to look for groceries. Therefore, I appeal to you all that those business houses that are doing business in our community and those that will come later, it's up to us to secure them.
“Police capacity is not enough to cater to all sectors in the city, especially our suburbs. Therefore, we have to self-regulate; we have to be the ones who hold our community together in good and bad times.
“We must blame ourselves for the January 10th incident because at that time, children and adults celebrated the looting in our very own community. It shows that the community cannot self-regulate; we lose control when the higher authority is lacking. When the police withdrawdraw their service, the community cannot be held together.
“The government will give us service, and the business house will provide service, but it is our responsibility to maintain the stability of our community. Today's livelihood demands our own stability.
“I urge our mothers and fathers to take control of our children, so that we can worry about what the authorities can do to us,” he said."
Rainbow needs proper market facility,3/10/2025,https://tvwan.com.pg/news/6290,,Local,Anger,Nill,"Rainbow Estate market vendors are calling on the government to establish a proper market facility for them to use. Currently, the vendors do not have a proper market facility, and are selling their produce at the side of the road.
These vendors are often chased by police or come into conflict with PMV operators. The dust created by passing vehicles is also another hazard.
Miriam Peter has been selling her produce at the Rainbow Estate informal market for years. Her challenge has always been finding enough space to trade. Those times when there isn’t enough space available, she would go to Gerehu market or Waigani market, but even vendors there know she’s not a regular and would often tell her to go back to her regular marketplace.
“When we go to Waigani, the vendors there will remove our food and tell us to go back to where we came from. Gerehu vendors will do the same. Therefore, we make sure to always clean the roadside and sell our produce because we have nowhere else to sell our produce,” Peter said.
While Vendor Merilyn Dickson said a proper market facility is what they need to store and sell their produce.
“We carry our produce to the market every day because of no proper place to store our produce. Therefore, if the government establishes our own marketplace, it will ease that burden,” she said.
Chief Secretary to the Government and long-time Rainbow Estate resident, Ambassador Ivan Pomaleu supports the call for a proper market infrastructure.
Pomaleu said when the market facility is established, PMV buses and other vehicles will be parked in the right place, and pedestrians can access the market facility safely and with ease."
POMCA Set for Finals Showdown,3/10/2025,https://tvwan.com.pg/news/6289,,Sports,Anticipation,Nill,"The Port Moresby Cricket Association gears up for the finals showdown this weekend. There will be a lot of emotions from both the winning teams and the losing as the title is on the line.
In the premier competition, minor premiers, Pari plays Kempa for a spot in the grand final. Both cricket associations have been unstoppable this season. Winner will earn its spot in the big dance while the loser plays the winner of the elimination final.
Raukele and Konepoti Cricket Clubs, finished 3rd and 4th respectively at the conclusion of the regular season. They will meet in the elimination final on Sunday. Loser bows out and winner advances to meet the loser of Kempa – Pari match.
Skipper of Kempa Micah Pokana, respects Pari cricket association as the minor premiers but expressed confidence in his side and their preparations ahead of the preliminary final showdown on Saturday.
“We are really excited for this weekend’s game and we are happy to be in the second placing with the achievement from the boys and the team, looking forward to the game.”
Pari Cricket Association skipper Gamu Vara noted that his men have been undergoing some vigorous training ahead of this preliminary showdown and they will take the pitch a well-prepared side because it is an important match. He further said this is their first time in the finals and vow to stamp their mark.
In the A-reserves tournament, minor premiers, Hood plays Raukele in the preliminary finals for a place in the grand final. This match kicks off on Saturday before Kempa meet Konepoti in the preliminary final on Sunday.
President of Port Moresby Cricket Association, James Maha said “Our Port Moresby Cricket Association goes into its finals play-off this weekend.
We’d like to give prominence to all the clubs that will be participating in the finals. It’s all about the club, their hard work and where they are not.”
Maha urged cricket fans in the city to come along at the Amini Cricket ground this weekend and enjoy some cricket extravaganza. Thanks to ITI and other sponsors for supporting the tournament. May the best teams win."
Lae shops closed,3/10/2025,https://tvwan.com.pg/news/6285,,Local,Sadness,"Bob Dadae, Luther Wenge","All shops, business houses and service stations in Lae remained close today in honour of the return of the late Governor, Luther Wenge's body.
Morobe is adhering to the gazette that was released by Governor General Sir Bob Dadae, declaring today as a public holiday for the province only.
People, mostly dressed in black, can be seen walking around Top Town or sitting under trees, waiting for the arrival of the late governor’s body.
Police presence is visible in all the suburbs, especially Top Town, as they maintain control of people's movements while keeping locked shops and buildings safe from opportunists.
There are also a number of blockades leading into Top Town; one is at the bottom of the hill at Markham Road, from the ANGAU Memorial Provincial Hospital Road to Top Town.
Another blockade is next to Morobe Haus and the pharmacies, directly opposite Tutumang Haus."
Mid-term review of National Trade Policy underway,3/10/2025,https://tvwan.com.pg/news/6284,,Business,Anticipation,Richard Maru,"The Minister for International Trade and Investment, Richard Maru, announced today that the Government, through the National Trade Office (NTO), had commenced the mid-term review of the National Trade Policy (NTP) 2017-2032.
The foundation NTP was launched by the O’Neil Government in 2017 when Minister Maru was then the Minister for Trade, Commerce, and Industry. The Marape-Rosso Government had commenced the mid-term review of the NTP with the assistance of the PNG European Union (EU) Delegation.
Minister Maru said the mid-term review was necessary from PNG’s national trade perspective, to ensure the NTP was on track to achieve its goals and recalibrate the country’s trade strategy in light of current national and global challenges.
“PNG’s trade performance and policy implementation over the past eight years need a thorough assessment so successes can be built and shortcomings addressed. The review will help PNG align its trade policy with recent domestic priorities such as the Medium-Term Development Plan IV and post-COVID economic recovery, and external developments like environmental considerations, new market opportunities in Asia, and evolving World Trade Organization rules.
The review will enable PNG to adopt international best practices, foster stakeholder engagement, and ultimately ensure that trade policy remains effective and relevant,” said Minister Maru.
The three main elements to review are:
1. A review of the NTP to take stock of the progress, determine how effective the policy measures have contributed to the attainment of the objectives, and identify key challenges with implementation.
2. A prospective assessment that takes into account the current and emerging trade issues at the international and national levels and recommends adjustments.
3. Review of the NTP’s Strategic Implementation Plan and integration of its findings.
Minister Maru directed the Policy Review Team to capture, among other issues:
Moving away from Regional Trade Agreements that do not serve PNG’s national interest to focusing on Bilateral Trade Agreements;
Placing emphasis on export of value-added finished products and high export taxes for raw products;
Incentives for new products for exports, including support on certification and meeting standards;
Transfer of Tariff Policy function from the Department of Treasury to the National Trade Office;
The possibility of having legislation to guide and address challenges associated with Ease of Doing Business;
Legislation to ensure that only bankable land with clear titles for large-scale Special Economic Zone development;
Policy measures to strengthen the Kina and stop capital flights, including building a gold refinery and building PNG’s gold reserves in Bank of PNG;
Using artificial intelligence to support and facilitate trade and investment initiatives; and
A new electronic Single Window System to facilitate trade to replace the manual system used today.
The NTO will take the lead in the review. However, Minister Maru stressed that input from other Government departments and agencies, provincial representatives, and regulatory bodies was
The draft of the new Trade Policy will be delivered to Minister Maru and the National Executive Council by October 15, 2025, for approval before it is launched by the end of this year."
State owes NSL over K100 million,3/10/2025,https://tvwan.com.pg/news/6283,,Business,Disgust,Nill,"Most public servants contribute towards the Nambawan Super Limited (NSL) Superannuation Fund in the hopes that when retirement catches up, their future is secured and they can benefit from their lifetime’s work savings. However, Chief Executive Officer of NSL Paul Sayer says many members pass on whilst waiting for their retirement savings as the State continues to accumulate debt with the debt total now estimated to be around K100 million.
For 63 years Nambawan Super Limited has been the leading Superannuation in the country and the State remains a strong partner and stakeholder. However, during the opening of the Madang branch, the CEO also elaborated on the challenges that NSL faced over the years - debts from the State owing to NSL from unfunded employer component and outstanding rentals by government departments.
Mr. Sayer stated that they have had dialogues with the Government about these debts, highlighting the need to secure members funds so they can easily access them when they retire.
In building trust and confidence in the members and stakeholders who attended, Mr. Sayer reiterated the Superannuation’s commitment in building stable and reliable relationships with all members nationwide in ensuring that their future is secured with NSL regardless of challenges faced."
Education Partnership Sparks Transformation,3/10/2025,https://tvwan.com.pg/news/6282,,Education,Joy,Nill,"A partnership between the Papua New Guinea Department of Education and the Kokoda Track Foundation (KTF) is transforming education access across the country, with senior education leaders recently witnessing progress firsthand at the Kokoda College in Oro Province.
The visit, following the 34th PNG Senior Education Officers Conference, highlighted how collaboration is bridging education gaps in even the most remote communities.
For more than 22 years, KTF has placed education at its core, supporting over 10,000 students since 2017 and currently enrolling 3,000 learners across 14 Flexible Open Distance Education (FODE) colleges in six provinces. Graduation rates have climbed to 81%, while FODE patrols deliver lessons to rural areas previously left behind.
KTF’s holistic model supports every stage of learning—from early childhood teaching manuals to primary teacher training and tertiary-level programs at Balimo College. Kokoda College, established in 2012, now boasts a solar-powered mini-grid and an inclusive ICT lab with assistive technology for students with disabilities.
Education Secretary Dr. Uke Kombra praised KTF’s impact, calling it “miraculous” and thanking the Foundation for its commitment to reaching the furthest corners of PNG.
This visit reaffirmed that education, when fueled by genuine partnership, continues to change lives and create opportunities for a brighter national future."
Climate actions to empower communities,3/10/2025,https://tvwan.com.pg/news/6287,,Environment,Anticipation,Nill,"The 3rd National Climate Change Summit ended its 2-day gathering today, with a panel discussion on Sustainable Development and Just Transition.
The objectives were to empower communities as primary actions in climate resilience; to access pathways for a Just Transition that balances climate action with social equity, livelihoods, and energy security; and to explore opportunities in sustainable forestry, agroforestry, and renewable energy.
Acting Managing Director for CCDA, Debra Sungi made the opening remarks, introducing the main topics for discussions for the day.
“As we began our day 2 we have our focus towards sustainable development,” she said. “Today’s session with put emphasis on empowering communities, strengthening food systems, health and infrastructure resilience and advancing climate smart businesses.”
Four panelists led the discussions with short presentations starting with Secretary for Lands and Physical Planning, Benjamin Samson.
He focused on empowering customary landowners and local communities in climate resilience and development.
“This summit allows us to showcase how the LPV instruments such as National Sustainable Land Use planning, the National Land use information management system, and Integrated Land groups, can empower communities like investment and ensure that direct access are grounded in legitimate, inclusive and sustainable land use,” the secretary said.
He urged participants to partner in aligning systems, harmonize policies, and cooperating to create a future where landowners are not just consulted but central to climate resilience.
“When land governance is overlooked, customary landowners are left confused,” Samson said. “We cannot afford to let communities discover too late that their land was never properly considered in the planning process.”
“That is not just a governance failure, it is a bridge of trust,” he added.
Other panelists were Manager Director of National Energy Authority Ronald Meketa, PNG Forest Authority Director for Reforestation & Afforestation Gewa Gamoga, and CEPA’s Director Sustainable Environment Programme Kay Kumaras Kalim."
Over K1B required to fix aging UPNG infrastructure,2/10/2025,https://tvwan.com.pg/news/6280,,Education,Anticipation,"Ian Ling-Stuckey, James Marape","The University of Papua New Guinea, the country’s premier university, will need K1.4 to K1.9 billion to rehabilitate its current infrastructure and facilities.
When visiting the university on Wednesday, October 1, Minister for Higher Education, Research, Science, Technology & Sports, Kinoka Feo, highlighted several areas that the premier university needed to consider, one of which was the upgrade to key facilities.
The Minister said a recent Kramer Ausenco (infrastructure and consulting firm) report had estimated a total cost of K1.4 to K1.9 billion would be required to rehabilitate UPNG’s current infrastructure.
Feo, as minister responsible for higher institutions, said he is committed to securing immediate funding for UPNG’s ICT infrastructure, systems and training program in the 2026 Budget.
He acknowledged the critical need for Staff Homeownership and committed to supporting UPNG on this as well.
Feo recognised that these and other challenges will be addressed through UPNG’s “Reconstruction and Modernisation Program” currently being prepared.
He called on UPNG’s leadership and management to take bold and decisive action, particularly on “core business” of increasing access and using assets to resource UPNG.
Minister Feo called on UPNG to take immediate action targeting the following seven strategic objectives;
1.	Establish best practise governance and management policies and systems demonstrating honesty and integrity.
2.	Endow appropriate values and character traits as part of UPNG’s learning programs and outcomes of UPNG graduates. fit for the 21st Century and beyond.
3.	Increase student intake, targeting annual school leavers, through online education and expansion of UPNG provincial and district centres.
4.	Mount post-graduate online studies for professional qualifications.
5.	Accreditation of UPNG’s academic programs to international professional qualifications and standards.
6.	Increase overseas undergraduate and post-graduate enrolments.
7.	Internationally recognised research and innovation.
The Minister said he had the support of Prime Minister James Marape and Minister for Treasury, Ian Ling-Stuckey, to secure international development financing to invest in UPNG and other state universities.
He pledged his support to make UPNG once again the “flagship of higher education institutions” in the country and the Asia-Pacific region.
Meantime, Minister Feo welcomed the Council’s appointment of UPNG’s new Vice-Chancellor, Professor Ian Findlay, with substantive university transformation experience, to lead the implementation of UPNG’s strategy and action plan.
He also noted the Council’s plan to immediately fill the top executive management positions of the University, ensuring a solid team with the Vice-Chancellor to drive the transformation strategy."
Wards in Rabaul reconcile,2/10/2025,https://tvwan.com.pg/news/6271,,Community,Joy,Nill,"A plea for peace from mothers and women was finally realised in Balanataman Local Level Government area in Rabaul, East New Britain Province, this week.
It was pleasing news from the recent fights between youths from Ratavul Karavia and Volavolo wards in the Balanataman LLG.
A march for ‘Re-Union for Peace’ this week was held along the Nonga road from Volavolo Ward by Youths from Volavolo to the Ratavul Mission Grounds to join the Ratavul Youths who were waiting to receive them to Reconcile and Reunite for Peace.
A Reconciliation and Reunion for Peace ceremony was held in response to the tensions and unfortunate incidents, including fights and the destruction of homes. During this gathering, the community sought healing and forgiveness.
The reconciliation came about following constant meetings between Ward Development Committee members and the community and church elders. This marked a breakthrough in resolving the ongoing conflicts between the youths of Volavolo and Ratavul to announce that from this point forward, there will be ‘NO more fighting’.
Church elder and evangelist Bernie Benson delivered a powerful message inspired by the Word of God, emphasizing the importance of intervention and forgiveness. He proclaimed that this reconciliation signifies God's supernatural intervention through the Holy Spirit, restoring peace in the hearts of our young people.
“It was all God's doing and making. It was a powerful Kingdom Intervention as the Word of God, which is the Word of Peace, was released, opening up hearts and minds. Praise God and thank you to those who have been praying for peace between Volavolo and Ratavul,” he said.
Elder Benson shared a profound message underscoring that true peace comes from having a relationship with Jesus Christ. He pointed out that when individuals have peace in their hearts, they are more capable of forgiving others, as highlighted in Matthew 6:14-15
""When you forgive others, God will forgive you of your sins.”
During the ceremony, all participants were led in a prayer of confession, repentance, and forgiveness, affirming their commitment to embracing Christ as their Saviour and Lord.
After the prayer, invoking God's blessings upon the youths, they lined up to shake hands, symbolizing their newfound commitment to peace and reconciliation.
A reconciliation ceremony was also held in which both wards contributed towards the funeral expenses for a recently deceased community member. The youths from Volavolo, Ratavul, and Karavia wards embraced each other, shaking hands as a sign of moving forward in the right direction toward lasting peace.
To further promote harmony and cleanliness, both wards participated in a mass cleanup of the roads, removing debris and ensuring safe passage for the traveling public.
The roads have now been cleared, allowing the general public to commute smoothly to and from town and Nonga. Local police will conduct periodic patrols to enhance safety in the area."
CCDA 3rd National Summit begins,2/10/2025,https://tvwan.com.pg/news/6263,,Environment,Anticipation,Nill,"With the challenges of climate change and its effects on economies throughout the world, addressing the issues remains a vital role for stakeholders in many nations. Today, Port Moresby hosted the 3rd Climate Change Summit 2025 to address PNG’s concerns and the way forward.
The 2-day Summit, with the first day concluding today, was based on discussions around this year’s theme, “Empowering inclusivity and accelerating climate change action for resilience and sustainable PNG”.
The meeting brought together high-level delegates from all stakeholders, hosted by the Minister for Environment Conservation and Climate Change Development Authority, Simo Kilepa, and the Acting Managing Director for CCDA, Debra Sungi.
The summit aims to provide a platform to reflect on PNG’s journey, showcase ongoing efforts and map out bold actions for the next 50 years of climate resilience, sustainability and inclusive development.
Minister Kilepa also highlighted at the summit the challenges PNG faces on climate change.
“Rising seas are swallowing our coastlines, extreme weather continues to destroy our villages and shifting seasons threaten the food our people depend on. This is not a future problem. It is here.
It is now.  That is why this Summit matters. Over the next two days, we will bring together government, private sector, development partners, provincial leaders and community voices. We will recognize those who have worked tirelessly in this fight and share knowledge that can guide our way forward,” Mr. Kilepa said.
He said since the last Summit, Papua New Guinea has taken bold steps that show our people and the world that we are serious about climate action. The steps taken included the following:
1.	Reform and Governance: Climate Change Management Act 2023 amended and established National Climate Change Board.
2.	Carbon Market Regulation: The NEC approved our Carbon Market Regulation 2024. This opens the door for international investment in our forests and carbon projects, while ensuring that benefits flow back to our people.
3.	Domestic Revenue for Climate Action: We introduced the Green Fee Initiative. This is a homegrown measure to generate revenue from visitors to our shores - funds that will be reinvested to sustain climate action across the country.
4.	Global Finance Breakthroughs: Earlier this year, we hosted the 42nd Green Climate Fund Board Meeting here in Port Moresby. As a result, PNG secured US$63.4 million in Results-Based Payments for REDD+, and USD 9 million for the Source Pacific Drinking Water Project. These are not abstract numbers – they mean resources in our hands to deliver change on the ground.
5.	 Community-Level Action-BRCC Projects: Through the Building Resilience to Climate Change program, tangible improvements have been delivered, including new boats, wharves for safe transport, rainwater catchments and sanitation systems, resilience projects across Bougainville, East New Britain, and Milne Bay, Morobe and Manus.
Minister Kilepa said these and other achievements show what strong leadership, sound policy and close partnerships can achieve.
He acknowledged the Marape-Rosso Government leadership in climate change, in-country and on the global stage. Adding that the achievements mentioned are wins for our government, our people, and for our future generation.
The second and final day of the summit takes place tomorrow."
Lae anticipates public holiday,2/10/2025,https://tvwan.com.pg/news/6270,,Local,Anticipation,"John Rosso, Koni Iguan, Luther Wenge","Residents in Lae are anticipating a public holiday tomorrow (Friday, October 3), in honour of the late Morobe Governor, Songang Luther Wenge.
The late governor’s body is scheduled to return to Lae tomorrow to start the province’s official mourning proceedings.
President of the Lae Chamber of Commerce and Industry, John Byrne, told participants at the PNG University of Technology’s postgraduate research seminar that he is “ninety-nine percent sure that tomorrow will be a public holiday”.
“I’m just waiting for the gazette,” he said.
“I’ve spoken to the Deputy Prime Minister (John Rosso) and the committee that is organising this.
“It is not guaranteed until a gazettal.
“And then, the announcement is that the funeral service will be a public holiday on Wednesday, which may yet change again. As we know, in this beautiful country.
“So, don’t run around telling everyone that we’ve got tomorrow off; they haven’t gotten it yet.”
According to a tentative program, the late governor’s casket is expected at the Nadzab Tomodachi International Airport at 10.45 am on Friday, October 3rd, 2025.
From the airport, it will be brought to Tutumang Haus, where the Deputy Speaker of Parliament and Markham MP, Koni Iguan, is expected to hand the casket over to the chief mourner, Lae MP Rosso.
District visitations have been scheduled from Saturday, October 4-Tuesday, October 7."
Japanese Development Scholarship Opens Doors for PNG’s Future Leaders,2/10/2025,https://tvwan.com.pg/news/6267,,International,Trust,Nill,"Papua New Guinea’s partnership with Japan has reached a new milestone with the launch of the second batch of the Japanese Development Scholarship (JDS), offering 15 postgraduate opportunities for government officers starting in the 2026 academic year.
The scholarship, funded at K12.5 million, is an increase from the first batch’s K8.5 million, reflecting Japan’s deepening commitment to PNG’s human resource development. The program enables selected public servants to pursue two-year master’s degree courses in Japan, with all studies conducted in English.
Assistant Secretary for the Department of National Planning and Monitoring, Dan Lyanda, described the scholarship as a strategic investment in PNG’s future leaders. “We want to see PNG public servants return with the skills to shape policies and strengthen service delivery for our people,” he said.
JICA’s Senior Representative, Kenichi Shirouzu, emphasized that the program is not only about education but also about fostering stronger bilateral ties. “The JDS program not only builds technical skills but also deepens the friendship and cooperation between Papua New Guinea and Japan,” he said.
Terrence Kaidadaraya from the Department of Foreign Affairs urged public servants to seize the opportunity: “This scholarship is more than an academic pursuit; it is a call to service. It is an opportunity to learn discipline, innovation, and leadership from Japan and bring those values home to strengthen our nation.”
Eligibility
Applicants must be PNG citizens aged 25–45 years as of April 1, 2026, with a bachelor’s degree and at least three years’ service in a government agency. Applicants must also be fluent in English, in good health, and demonstrate a strong commitment to contribute to PNG upon their return.
Target organizations include the Departments of Treasury, Finance, National Planning, Foreign Affairs, Personnel Management, the Climate Change & Development Authority, Internal Revenue Commission, Bank of PNG, Auditor General’s Office, National Fisheries Authority, and over a dozen others.
Military personnel, past master’s degree scholarship recipients, or those already on other foreign scholarships are not eligible.
Selection and Departure
Applications close in November 2025, with screening, exams, and interviews running until March 2026. Successful candidates will depart for Japan in September 2026 and are expected to return in 2028 upon completion of their studies.
Since Japan’s Official Development Assistance began in 1974, training programs have helped thousands of Papua New Guineans across nearly every sector. With the JDS program expanding, more young leaders are expected to emerge with the expertise and character needed to drive PNG’s development."
Public holiday for Morobe tomorrow,2/10/2025,https://tvwan.com.pg/news/6275,,Local,Sadness,"Bob Dadae, John Rosso, Luther Wenge, Michael Somare","Only Morobe Province will have a public holiday tomorrow (Friday, October 3rd) to receive the body of their late Governor, Luther Wenge.
Lae MP and Deputy Prime Minister, John Rosso, who is also the chief mourner, has confirmed this afternoon.
A gazette has been released this afternoon by the Governor-General, Bob Dadae, declaring a public holiday for Morobe.
President of  Lae Chamber of Commerce John Byrne called on businesses in Lae to observe the public holiday tomorrow.
“We advise businesses to seriously consider not to operate tomorrow as recommended by Metropolitan Superintendent, Chris Kunyaban.
“There will be a lot of people in town to meet the late Governor’s body and join the procession around the city.
“The majority will be here to mourn, grieve and pay respect to the legacy of the late Governor,” continued Byrne.
“A small number will look for trouble and create potential mayhem, under the pretense of grieving – as happened at late Great Grand Chief Sir Michael Somare’s, or calling out, threatening or attacking business for lack of respect.”
Chief mourner Rosso further clarified that there will be no public holiday on Wednesday, October 8th, for the late Wenge’s funeral mass.
“His funeral mass will be held on Wednesday next week at the Sir Ignatius Kilage Stadium,” underlined Rosso. “Public are welcome to attend.
However, Wednesday there will not be a public holiday due to the fact that we will have our national exams running. And we do not want to disrupt that for our children.
“Governor Wenge, as a strong advocate for education, I’m certain would not want his children’s exams interrupted.
“However, I ask everyone in Morobe to respect his legacy and ensure we mourn with peace and respect.
“Our late governor’s burial site will be in line with his last wishes, and he will be laid to rest at Baindoang village, Nawaeb district.”"
Plans to revive IIimo farm,2/10/2025,https://tvwan.com.pg/news/6279,,Business,Anticipation,"Richard Maru, Rufina Peter","The Central Provincial Government in partnership with the Ministry of Trade and Investment, is putting in plans to revive the Ilimo Farm.
The Governor for Central Province Rufina Peter met with the Minister for International Trade and Investment Richard Maru recently, to discuss a way forward in reviving the Ilimo Farm just outside Port Moresby.
The Ilimo Farm was once a huge supplier of chicken meat and eggs to Port Moresby. It is owned by the Central Provincial Government’s business arm, Central Province Development Corp.
Governor Rufina expressed her keen interest in reviving this farm to supply chicken meat, eggs, and day-old chicks to meet the requirements of Port Moresby and the Southern Region.
Governor Rufina and Minister Maru also discussed about a cattle industry in the Central Province to produce up to 10,000 cattle required to supply the Hugo Canning cannery.
Governor Rufina said the Central Provincial Government can partner the National Government through Kumul Agriculture, Taylor Pacific, and other stakeholders to go into these large-scale agriculture projects in Central Province.
Minister Maru welcomed the prospect of reviving this farm.
“The Ilimo Farm is a prime property, and it needs to be revived immediately. My Ministry and Department will fully support this project because we cannot continue to import K200 million worth of chickens annually. The Marape-Rosso Government is keen to replace all chicken imports and be a net exporter of chicken,” said Minister Maru.
Also present in the meeting were the Chairman of the PNG Poultry Industry Association Chis Prestwood, and the General Manager of Hugo Canning Jeremy Fry, who both agreed that this was a very exciting opportunity and the sooner the project starts the better.
“These are industries that are ready to pop,” said Mr. Fry.
Minister Maru now awaits a joint investment proposal to be submitted to his office to progress these projects of national significance.
“For cattle, unless we produce local beef to supply Hugo Canning, we cannot reduce the price of Ox and Palm, which has now increased by nearly 100 percent compared to previous years because of the expensive imports from Australia and the declining Kina value,” said Minister Maru.
Meanwhile, Governor Rufina raised concerns that the Ilimo Dairy Farm, owned by Innovative Agriculture Industry had not declared a profit since its establishment. Central Provincial Government is a 30 percent shareholder and has put down 400 hectares of land for the farm.
Governor Rufina expressed her disappointment and said it was high time a new management was put in place, and for the farm to invest in long-life milk with a better breed of dairy cattle to increase milk production at the farm."
Fuel Security Boost for PNG,2/10/2025,https://tvwan.com.pg/news/6272,,Business,Trust,Nill,"Islands Petroleum Limited has entered into a sale agreement with Puma Energy to acquire its bulk fuel depot assets in Kimbe and Kavieng. The move is set to enhance fuel security for thousands of Papua New Guineans.
The transaction, which is pending regulatory approval from the Independent Consumer and Competition Commission (ICCC), marks a major milestone in strengthening the supply of reliable fuel services in regional PNG.
“As a home-grown company, we are uniquely positioned to deliver reliable fuel services across regional Papua New Guinea,” said Nathan Bluett, Chief Executive Officer of Islands Petroleum.
“This milestone, in the year PNG celebrates 50 years of independence, extends our commitment to serving communities with the same dedication we’ve shown since our founding. Reliable and uninterrupted fuel supply is essential to economic growth, commerce, healthcare, education, and the daily needs of PNG families.”
Founded in Rabaul more than 40 years ago, Islands Petroleum has grown from a provincial distributor to a trusted national player.
The acquisition will strengthen fuel security for over 450,000 people across New Ireland and West New Britain provinces.
Puma Energy will work closely with Islands Petroleum during the transition to ensure continuity of operations and service. The company confirmed that its retail sites in Kimbe and Kavieng are not part of the sale and will remain operational.
Daniel Duffau, General Manager of Puma Energy PNG, said, “This agreement marks a strategic step in streamlining our operations to focus on areas where we can deliver the greatest value to our customers and stakeholders. We are confident these assets will thrive under IPL’s ownership.”
Both companies stressed their ongoing commitment to safety, investment, and ensuring community needs are met as PNG continues to grow."
Leaders unite to honor Late Luther Wenge,2/10/2025,https://tvwan.com.pg/news/6278,,Politics,Sadness,Luther Wenge,"Political differences were set aside today as members of the National Parliament convened at the Parliament’s Grand Hall to pay their final respects to the late Luther Wenge, a towering national leader and Governor of Morobe Province.
The solemn ceremony, marked by profound silence and emotion, underscored the deep respect the long-serving leader commanded across Papua New Guinea’s political landscape.
The arrival of the casket at the Grand Hall saw a gathering of high-ranking officials, including the Governor General, the Speaker of Parliament, and the Prime Minister, alongside colleagues from both sides of the house. One by one, the Members of Parliament approached the late leader’s casket, paying their final respect to a man whose voice bellowed loud in the house.
In a powerful display of unity, PNG leaders grieved, members were seen bowing in heartfelt sorrow, with many reflecting on shared political journeys, both past and present. The atmosphere was quiet with tears and reverence marking the passage of their esteemed colleague.
The Wenge family was present at the honorable house with their father’s casket, receiving the condolences and tributes from the nation’s leaders.
Most members shared personal reflections depicting Mr. Wenge’s genuine leadership qualities and his firm commitment to public service. His legacy was remembered by his core principle: to serve the people of Morobe and PNG.
The Parliament's tribute today marks the culmination of the official viewing ceremonies in Port Moresby before the late Governor's body is repatriated to Morobe Province for the final leg of the funeral rites, which will include a journey through all districts of his beloved province.
Luther Wenge passed away on 13 September 2025 at Port Moresby General Hospital."
